hora,Suma de cantidad_facturas,Dia_semana
07:30,1,4
07:30,1,5
08:30,1,2
09:00,1,4
09:30,1,2
09:30,1,3
09:30,1,4
09:30,2,5
10:00,1,1
10:00,10,2
10:00,3,3
10:00,3,4
10:00,6,5
10:00,9,6
10:00,5,7
10:30,5,1
10:30,13,2
10:30,15,3
10:30,12,4
10:30,10,5
10:30,13,6
10:30,10,7
11:00,10,1
11:00,15,2
11:00,11,3
11:00,19,4
11:00,16,5
11:00,22,6
11:00,12,7
11:30,18,1
11:30,28,2
11:30,18,3
11:30,18,4
11:30,16,5
11:30,18,6
11:30,12,7
12:00,17,1
12:00,26,2
12:00,26,3
12:00,24,4
12:00,25,5
12:00,26,6
12:00,15,7
12:30,28,1
12:30,11,2
12:30,26,3
12:30,15,4
12:30,14,5
12:30,25,6
12:30,17,7
13:00,22,1
13:00,21,2
13:00,12,3
13:00,12,4
13:00,20,5
13:00,27,6
13:00,23,7
13:30,16,1
13:30,26,2
13:30,22,3
13:30,15,4
13:30,26,5
13:30,24,6
13:30,15,7
14:00,12,1
14:00,10,2
14:00,11,3
14:00,20,4
14:00,25,5
14:00,20,6
14:00,15,7
14:30,19,1
14:30,16,2
14:30,19,3
14:30,19,4
14:30,19,5
14:30,25,6
14:30,13,7
15:00,8,1
15:00,20,2
15:00,9,3
15:00,13,4
15:00,19,5
15:00,28,6
15:00,13,7
15:30,17,1
15:30,18,2
15:30,13,3
15:30,15,4
15:30,42,5
15:30,29,6
15:30,11,7
16:00,20,1
16:00,22,2
16:00,22,3
16:00,19,4
16:00,33,5
16:00,23,6
16:00,19,7
16:30,28,1
16:30,21,2
16:30,27,3
16:30,31,4
16:30,31,5
16:30,30,6
16:30,19,7
17:00,28,1
17:00,27,2
17:00,25,3
17:00,30,4
17:00,21,5
17:00,33,6
17:00,18,7
17:30,23,1
17:30,22,2
17:30,21,3
17:30,19,4
17:30,29,5
17:30,33,6
17:30,16,7
18:00,22,1
18:00,24,2
18:00,25,3
18:00,22,4
18:00,30,5
18:00,24,6
18:00,26,7
18:30,18,1
18:30,16,2
18:30,27,3
18:30,19,4
18:30,27,5
18:30,26,6
18:30,18,7
19:00,29,1
19:00,15,2
19:00,18,3
19:00,22,4
19:00,30,5
19:00,19,6
19:00,17,7
19:30,17,1
19:30,15,2
19:30,9,3
19:30,16,4
19:30,23,5
19:30,17,6
19:30,16,7
20:00,15,1
20:00,22,2
20:00,11,3
20:00,13,4
20:00,22,5
20:00,15,6
20:00,10,7
20:30,11,1
20:30,13,2
20:30,8,3
20:30,11,4
20:30,16,5
20:30,12,6
20:30,3,7
21:00,2,1
21:00,5,2
21:00,3,3
21:00,6,4
21:00,8,5
21:00,8,6
21:30,1,3
21:30,1,5
21:30,1,6
