hora,Suma de cantidad_facturas,Dia_semana
08:30,1,3
08:30,3,5
09:00,4,1
09:00,5,2
09:00,3,3
09:00,4,4
09:00,7,5
09:00,9,6
09:00,3,7
09:30,10,1
09:30,8,2
09:30,12,3
09:30,10,4
09:30,19,5
09:30,11,6
09:30,9,7
10:00,21,1
10:00,25,2
10:00,26,3
10:00,25,4
10:00,21,5
10:00,23,6
10:00,17,7
10:30,27,1
10:30,22,2
10:30,23,3
10:30,28,4
10:30,22,5
10:30,37,6
10:30,18,7
11:00,32,1
11:00,32,2
11:00,49,3
11:00,18,4
11:00,30,5
11:00,33,6
11:00,31,7
11:30,34,1
11:30,40,2
11:30,31,3
11:30,39,4
11:30,39,5
11:30,52,6
11:30,38,7
12:00,35,1
12:00,33,2
12:00,42,3
12:00,29,4
12:00,42,5
12:00,59,6
12:00,44,7
12:30,36,1
12:30,36,2
12:30,33,3
12:30,47,4
12:30,48,5
12:30,57,6
12:30,32,7
13:00,41,1
13:00,38,2
13:00,46,3
13:00,38,4
13:00,44,5
13:00,41,6
13:00,39,7
13:30,44,1
13:30,46,2
13:30,43,3
13:30,51,4
13:30,51,5
13:30,60,6
13:30,50,7
14:00,36,1
14:00,49,2
14:00,46,3
14:00,40,4
14:00,49,5
14:00,66,6
14:00,59,7
14:30,32,1
14:30,32,2
14:30,33,3
14:30,37,4
14:30,34,5
14:30,53,6
14:30,54,7
15:00,35,1
15:00,39,2
15:00,35,3
15:00,34,4
15:00,45,5
15:00,51,6
15:00,48,7
15:30,51,1
15:30,30,2
15:30,43,3
15:30,45,4
15:30,45,5
15:30,67,6
15:30,51,7
16:00,38,1
16:00,45,2
16:00,54,3
16:00,47,4
16:00,43,5
16:00,80,6
16:00,69,7
16:30,49,1
16:30,38,2
16:30,43,3
16:30,54,4
16:30,51,5
16:30,74,6
16:30,51,7
17:00,47,1
17:00,48,2
17:00,44,3
17:00,40,4
17:00,54,5
17:00,72,6
17:00,45,7
17:30,51,1
17:30,46,2
17:30,43,3
17:30,45,4
17:30,60,5
17:30,77,6
17:30,56,7
18:00,39,1
18:00,37,2
18:00,54,3
18:00,39,4
18:00,59,5
18:00,67,6
18:00,38,7
18:30,44,1
18:30,38,2
18:30,52,3
18:30,44,4
18:30,55,5
18:30,47,6
18:30,38,7
19:00,27,1
19:00,22,2
19:00,34,3
19:00,36,4
19:00,43,5
19:00,40,6
19:00,35,7
19:30,30,1
19:30,28,2
19:30,30,3
19:30,34,4
19:30,27,5
19:30,39,6
19:30,10,7
20:00,9,1
20:00,11,2
20:00,21,3
20:00,14,4
20:00,23,5
20:00,24,6
20:30,1,1
20:30,2,2
20:30,1,3
20:30,2,4
20:30,5,5
20:30,7,6
21:00,1,3
21:00,2,5
21:00,2,6
