hora,Suma de cantidad_facturas,Dia_semana
09:00,1,2
09:30,1,7
10:00,12,1
10:00,12,2
10:00,9,3
10:00,5,4
10:00,7,5
10:00,12,6
10:00,7,7
10:30,16,1
10:30,24,2
10:30,18,3
10:30,12,4
10:30,22,5
10:30,23,6
10:30,17,7
11:00,14,1
11:00,20,2
11:00,17,3
11:00,24,4
11:00,29,5
11:00,34,6
11:00,33,7
11:30,22,1
11:30,23,2
11:30,28,3
11:30,24,4
11:30,31,5
11:30,39,6
11:30,27,7
12:00,23,1
12:00,27,2
12:00,30,3
12:00,32,4
12:00,28,5
12:00,37,6
12:00,35,7
12:30,23,1
12:30,34,2
12:30,29,3
12:30,34,4
12:30,29,5
12:30,42,6
12:30,33,7
13:00,19,1
13:00,26,2
13:00,25,3
13:00,26,4
13:00,17,5
13:00,36,6
13:00,28,7
13:30,20,1
13:30,17,2
13:30,27,3
13:30,37,4
13:30,29,5
13:30,41,6
13:30,38,7
14:00,21,1
14:00,20,2
14:00,26,3
14:00,22,4
14:00,27,5
14:00,44,6
14:00,48,7
14:30,17,1
14:30,29,2
14:30,29,3
14:30,37,4
14:30,32,5
14:30,56,6
14:30,42,7
15:00,19,1
15:00,23,2
15:00,26,3
15:00,30,4
15:00,46,5
15:00,63,6
15:00,47,7
15:30,37,1
15:30,19,2
15:30,38,3
15:30,39,4
15:30,31,5
15:30,49,6
15:30,47,7
16:00,33,1
16:00,35,2
16:00,37,3
16:00,31,4
16:00,43,5
16:00,45,6
16:00,54,7
16:30,41,1
16:30,24,2
16:30,34,3
16:30,44,4
16:30,45,5
16:30,55,6
16:30,62,7
17:00,39,1
17:00,30,2
17:00,31,3
17:00,41,4
17:00,48,5
17:00,74,6
17:00,60,7
17:30,38,1
17:30,37,2
17:30,39,3
17:30,45,4
17:30,45,5
17:30,70,6
17:30,41,7
18:00,34,1
18:00,31,2
18:00,29,3
18:00,38,4
18:00,49,5
18:00,68,6
18:00,67,7
18:30,28,1
18:30,34,2
18:30,35,3
18:30,42,4
18:30,57,5
18:30,58,6
18:30,62,7
19:00,34,1
19:00,36,2
19:00,49,3
19:00,38,4
19:00,57,5
19:00,62,6
19:00,63,7
19:30,39,1
19:30,40,2
19:30,31,3
19:30,41,4
19:30,45,5
19:30,45,6
19:30,53,7
20:00,34,1
20:00,40,2
20:00,32,3
20:00,32,4
20:00,40,5
20:00,58,6
20:00,32,7
20:30,20,1
20:30,15,2
20:30,26,3
20:30,25,4
20:30,42,5
20:30,39,6
20:30,17,7
21:00,12,1
21:00,11,2
21:00,7,3
21:00,18,4
21:00,28,5
21:00,29,6
21:00,1,7
21:30,2,1
21:30,1,3
21:30,3,4
21:30,8,5
21:30,3,6
22:00,1,1
22:00,3,5
22:00,1,6
