hora,Suma de cantidad_facturas,Dia_semana
08:30,2,5
09:00,3,1
09:00,4,2
09:00,1,3
09:00,3,4
09:00,3,5
09:00,8,6
09:00,2,7
09:30,3,1
09:30,4,2
09:30,12,3
09:30,7,4
09:30,7,5
09:30,14,6
09:30,4,7
10:00,5,1
10:00,9,2
10:00,8,3
10:00,10,4
10:00,12,5
10:00,14,6
10:00,8,7
10:30,13,1
10:30,27,2
10:30,13,3
10:30,9,4
10:30,17,5
10:30,18,6
10:30,16,7
11:00,22,1
11:00,34,2
11:00,18,3
11:00,18,4
11:00,22,5
11:00,32,6
11:00,25,7
11:30,13,1
11:30,20,2
11:30,16,3
11:30,24,4
11:30,16,5
11:30,34,6
11:30,23,7
12:00,17,1
12:00,24,2
12:00,16,3
12:00,25,4
12:00,16,5
12:00,32,6
12:00,23,7
12:30,16,1
12:30,24,2
12:30,21,3
12:30,20,4
12:30,22,5
12:30,42,6
12:30,25,7
13:00,16,1
13:00,24,2
13:00,13,3
13:00,24,4
13:00,15,5
13:00,28,6
13:00,18,7
13:30,7,1
13:30,13,2
13:30,11,3
13:30,15,4
13:30,14,5
13:30,31,6
13:30,21,7
14:00,14,1
14:00,13,2
14:00,9,3
14:00,10,4
14:00,19,5
14:00,20,6
14:00,17,7
14:30,11,1
14:30,11,2
14:30,10,3
14:30,11,4
14:30,24,5
14:30,30,6
14:30,24,7
15:00,14,1
15:00,12,2
15:00,19,3
15:00,22,4
15:00,29,5
15:00,28,6
15:00,33,7
15:30,8,1
15:30,14,2
15:30,18,3
15:30,24,4
15:30,28,5
15:30,27,6
15:30,30,7
16:00,31,1
16:00,20,2
16:00,22,3
16:00,25,4
16:00,35,5
16:00,43,6
16:00,27,7
16:30,26,1
16:30,25,2
16:30,45,3
16:30,23,4
16:30,40,5
16:30,42,6
16:30,25,7
17:00,25,1
17:00,32,2
17:00,23,3
17:00,25,4
17:00,32,5
17:00,46,6
17:00,39,7
17:30,26,1
17:30,29,2
17:30,25,3
17:30,29,4
17:30,18,5
17:30,51,6
17:30,35,7
18:00,30,1
18:00,22,2
18:00,28,3
18:00,27,4
18:00,39,5
18:00,33,6
18:00,32,7
18:30,29,1
18:30,30,2
18:30,16,3
18:30,32,4
18:30,35,5
18:30,39,6
18:30,34,7
19:00,34,1
19:00,19,2
19:00,30,3
19:00,30,4
19:00,30,5
19:00,49,6
19:00,31,7
19:30,23,1
19:30,20,2
19:30,30,3
19:30,22,4
19:30,36,5
19:30,41,6
19:30,27,7
20:00,19,1
20:00,17,2
20:00,15,3
20:00,18,4
20:00,22,5
20:00,29,6
20:00,29,7
20:30,12,1
20:30,13,2
20:30,21,3
20:30,14,4
20:30,16,5
20:30,26,6
20:30,18,7
21:00,5,1
21:00,7,2
21:00,2,3
21:00,13,4
21:00,11,5
21:00,18,6
21:00,6,7
21:30,2,4
21:30,2,6
21:30,1,7
22:00,1,5
