hora,Suma de cantidad_facturas,Dia_semana
09:00,4,6
09:30,6,1
09:30,3,2
09:30,4,3
09:30,7,4
09:30,6,5
09:30,5,6
09:30,4,7
10:00,10,1
10:00,9,2
10:00,9,3
10:00,10,4
10:00,10,5
10:00,17,6
10:00,15,7
10:30,11,1
10:30,16,2
10:30,18,3
10:30,20,4
10:30,27,5
10:30,18,6
10:30,27,7
11:00,12,1
11:00,13,2
11:00,22,3
11:00,23,4
11:00,9,5
11:00,28,6
11:00,27,7
11:30,11,1
11:30,15,2
11:30,18,3
11:30,26,4
11:30,16,5
11:30,29,6
11:30,25,7
12:00,14,1
12:00,13,2
12:00,15,3
12:00,24,4
12:00,18,5
12:00,35,6
12:00,29,7
12:30,14,1
12:30,12,2
12:30,19,3
12:30,18,4
12:30,19,5
12:30,30,6
12:30,36,7
13:00,9,1
13:00,10,2
13:00,10,3
13:00,21,4
13:00,20,5
13:00,22,6
13:00,29,7
13:30,8,1
13:30,14,2
13:30,13,3
13:30,4,4
13:30,19,5
13:30,24,6
13:30,24,7
14:00,14,1
14:00,16,2
14:00,6,3
14:00,24,4
14:00,17,5
14:00,20,6
14:00,34,7
14:30,11,1
14:30,13,2
14:30,14,3
14:30,15,4
14:30,17,5
14:30,26,6
14:30,45,7
15:00,26,1
15:00,11,2
15:00,19,3
15:00,27,4
15:00,30,5
15:00,29,6
15:00,33,7
15:30,18,1
15:30,24,2
15:30,33,3
15:30,31,4
15:30,28,5
15:30,39,6
15:30,46,7
16:00,37,1
16:00,27,2
16:00,18,3
16:00,36,4
16:00,33,5
16:00,39,6
16:00,44,7
16:30,24,1
16:30,30,2
16:30,23,3
16:30,36,4
16:30,32,5
16:30,42,6
16:30,44,7
17:00,41,1
17:00,29,2
17:00,33,3
17:00,34,4
17:00,31,5
17:00,56,6
17:00,66,7
17:30,34,1
17:30,24,2
17:30,30,3
17:30,48,4
17:30,33,5
17:30,48,6
17:30,51,7
18:00,33,1
18:00,25,2
18:00,31,3
18:00,38,4
18:00,36,5
18:00,51,6
18:00,47,7
18:30,39,1
18:30,43,2
18:30,31,3
18:30,34,4
18:30,47,5
18:30,59,6
18:30,63,7
19:00,42,1
19:00,24,2
19:00,27,3
19:00,43,4
19:00,31,5
19:00,41,6
19:00,48,7
19:30,28,1
19:30,31,2
19:30,31,3
19:30,34,4
19:30,32,5
19:30,52,6
19:30,41,7
20:00,26,1
20:00,23,2
20:00,20,3
20:00,26,4
20:00,25,5
20:00,40,6
20:00,37,7
20:30,9,1
20:30,11,2
20:30,13,3
20:30,10,4
20:30,19,5
20:30,37,6
20:30,17,7
21:00,1,1
21:00,1,3
21:00,1,4
21:00,4,5
21:00,11,6
21:00,2,7
21:30,1,3
21:30,1,6
21:30,2,7
