hora,Suma de cantidad_facturas,Dia_semana
08:30,1,2
08:30,1,6
08:30,1,7
09:00,3,2
09:00,5,3
09:00,4,4
09:00,3,5
09:00,15,6
09:00,1,7
09:30,7,1
09:30,11,2
09:30,9,3
09:30,14,4
09:30,13,5
09:30,13,6
09:30,9,7
10:00,7,1
10:00,9,2
10:00,16,3
10:00,10,4
10:00,15,5
10:00,16,6
10:00,16,7
10:30,13,1
10:30,21,2
10:30,18,3
10:30,15,4
10:30,15,5
10:30,24,6
10:30,9,7
11:00,10,1
11:00,23,2
11:00,18,3
11:00,20,4
11:00,27,5
11:00,30,6
11:00,32,7
11:30,23,1
11:30,25,2
11:30,23,3
11:30,32,4
11:30,18,5
11:30,35,6
11:30,29,7
12:00,17,1
12:00,19,2
12:00,28,3
12:00,20,4
12:00,26,5
12:00,47,6
12:00,47,7
12:30,27,1
12:30,25,2
12:30,34,3
12:30,20,4
12:30,34,5
12:30,50,6
12:30,39,7
13:00,20,1
13:00,25,2
13:00,26,3
13:00,30,4
13:00,35,5
13:00,60,6
13:00,66,7
13:30,32,1
13:30,20,2
13:30,36,3
13:30,24,4
13:30,32,5
13:30,57,6
13:30,73,7
14:00,27,1
14:00,20,2
14:00,27,3
14:00,28,4
14:00,35,5
14:00,56,6
14:00,72,7
14:30,23,1
14:30,25,2
14:30,35,3
14:30,31,4
14:30,23,5
14:30,42,6
14:30,74,7
15:00,30,1
15:00,20,2
15:00,34,3
15:00,29,4
15:00,35,5
15:00,59,6
15:00,62,7
15:30,22,1
15:30,27,2
15:30,28,3
15:30,36,4
15:30,38,5
15:30,70,6
15:30,73,7
16:00,27,1
16:00,28,2
16:00,26,3
16:00,45,4
16:00,40,5
16:00,69,6
16:00,88,7
16:30,22,1
16:30,33,2
16:30,33,3
16:30,51,4
16:30,45,5
16:30,77,6
16:30,79,7
17:00,41,1
17:00,36,2
17:00,33,3
17:00,49,4
17:00,51,5
17:00,73,6
17:00,79,7
17:30,30,1
17:30,43,2
17:30,43,3
17:30,44,4
17:30,50,5
17:30,79,6
17:30,83,7
18:00,38,1
18:00,36,2
18:00,34,3
18:00,40,4
18:00,53,5
18:00,60,6
18:00,59,7
18:30,24,1
18:30,34,2
18:30,32,3
18:30,45,4
18:30,37,5
18:30,56,6
18:30,80,7
19:00,25,1
19:00,32,2
19:00,24,3
19:00,31,4
19:00,40,5
19:00,69,6
19:00,32,7
19:30,36,1
19:30,33,2
19:30,29,3
19:30,23,4
19:30,54,5
19:30,50,6
19:30,6,7
20:00,25,1
20:00,17,2
20:00,18,3
20:00,23,4
20:00,20,5
20:00,42,6
20:00,1,7
20:30,1,1
20:30,1,2
20:30,6,3
20:30,5,4
20:30,5,5
20:30,9,6
21:00,1,5
21:00,1,6
