hora,Suma de cantidad_facturas,Dia_semana
10:00,9,1
10:00,20,2
10:00,9,3
10:00,12,4
10:00,8,5
10:00,13,6
10:00,6,7
10:30,11,1
10:30,19,2
10:30,20,3
10:30,29,4
10:30,26,5
10:30,29,6
10:30,17,7
11:00,32,1
11:00,25,2
11:00,36,3
11:00,26,4
11:00,17,5
11:00,31,6
11:00,16,7
11:30,24,1
11:30,25,2
11:30,22,3
11:30,23,4
11:30,31,5
11:30,50,6
11:30,29,7
12:00,25,1
12:00,27,2
12:00,28,3
12:00,23,4
12:00,38,5
12:00,46,6
12:00,22,7
12:30,29,1
12:30,25,2
12:30,36,3
12:30,37,4
12:30,30,5
12:30,54,6
12:30,15,7
13:00,26,1
13:00,21,2
13:00,36,3
13:00,21,4
13:00,23,5
13:00,46,6
13:00,27,7
13:30,17,1
13:30,25,2
13:30,25,3
13:30,35,4
13:30,44,5
13:30,45,6
13:30,38,7
14:00,26,1
14:00,18,2
14:00,29,3
14:00,25,4
14:00,37,5
14:00,50,6
14:00,32,7
14:30,27,1
14:30,14,2
14:30,26,3
14:30,27,4
14:30,38,5
14:30,41,6
14:30,27,7
15:00,22,1
15:00,19,2
15:00,29,3
15:00,36,4
15:00,48,5
15:00,50,6
15:00,34,7
15:30,30,1
15:30,34,2
15:30,47,3
15:30,37,4
15:30,46,5
15:30,51,6
15:30,52,7
16:00,39,1
16:00,34,2
16:00,36,3
16:00,43,4
16:00,54,5
16:00,58,6
16:00,57,7
16:30,47,1
16:30,40,2
16:30,36,3
16:30,43,4
16:30,49,5
16:30,56,6
16:30,62,7
17:00,40,1
17:00,26,2
17:00,38,3
17:00,45,4
17:00,54,5
17:00,52,6
17:00,54,7
17:30,36,1
17:30,49,2
17:30,37,3
17:30,46,4
17:30,43,5
17:30,56,6
17:30,50,7
18:00,44,1
18:00,40,2
18:00,31,3
18:00,52,4
18:00,43,5
18:00,65,6
18:00,53,7
18:30,30,1
18:30,43,2
18:30,42,3
18:30,32,4
18:30,38,5
18:30,73,6
18:30,44,7
19:00,48,1
19:00,42,2
19:00,43,3
19:00,52,4
19:00,59,5
19:00,71,6
19:00,43,7
19:30,44,1
19:30,41,2
19:30,50,3
19:30,39,4
19:30,56,5
19:30,57,6
19:30,46,7
20:00,31,1
20:00,24,2
20:00,39,3
20:00,38,4
20:00,39,5
20:00,64,6
20:00,39,7
20:30,18,1
20:30,32,2
20:30,27,3
20:30,47,4
20:30,30,5
20:30,33,6
20:30,8,7
21:00,9,1
21:00,9,2
21:00,8,3
21:00,21,4
21:00,27,5
21:00,38,6
21:30,1,1
21:30,2,2
21:30,1,3
21:30,9,5
21:30,17,6
22:00,1,3
22:00,1,4
22:00,5,5
22:00,2,6
22:30,1,5
