hora,Suma de cantidad_facturas,Dia_semana
07:30,1,2
08:00,4,1
08:00,4,2
08:00,4,3
08:00,2,4
08:00,5,5
08:00,4,6
08:00,1,7
08:30,4,1
08:30,9,2
08:30,4,3
08:30,9,4
08:30,10,5
08:30,8,6
08:30,2,7
09:00,8,1
09:00,10,2
09:00,12,3
09:00,9,4
09:00,11,5
09:00,19,6
09:00,11,7
09:30,13,1
09:30,7,2
09:30,19,3
09:30,18,4
09:30,16,5
09:30,19,6
09:30,10,7
10:00,21,1
10:00,24,2
10:00,12,3
10:00,23,4
10:00,17,5
10:00,30,6
10:00,15,7
10:30,22,1
10:30,32,2
10:30,20,3
10:30,37,4
10:30,24,5
10:30,31,6
10:30,33,7
11:00,28,1
11:00,26,2
11:00,26,3
11:00,28,4
11:00,23,5
11:00,48,6
11:00,44,7
11:30,18,1
11:30,24,2
11:30,23,3
11:30,22,4
11:30,33,5
11:30,45,6
11:30,59,7
12:00,31,1
12:00,27,2
12:00,27,3
12:00,28,4
12:00,39,5
12:00,55,6
12:00,41,7
12:30,32,1
12:30,15,2
12:30,30,3
12:30,37,4
12:30,37,5
12:30,47,6
12:30,37,7
13:00,23,1
13:00,12,2
13:00,30,3
13:00,31,4
13:00,35,5
13:00,63,6
13:00,26,7
13:30,19,1
13:30,17,2
13:30,20,3
13:30,31,4
13:30,36,5
13:30,33,6
13:30,34,7
14:00,13,1
14:00,28,2
14:00,21,3
14:00,18,4
14:00,35,5
14:00,56,6
14:00,22,7
14:30,18,1
14:30,19,2
14:30,14,3
14:30,23,4
14:30,24,5
14:30,40,6
14:30,9,7
15:00,17,1
15:00,27,2
15:00,28,3
15:00,20,4
15:00,20,5
15:00,59,6
15:00,3,7
15:30,32,1
15:30,16,2
15:30,30,3
15:30,22,4
15:30,29,5
15:30,54,6
15:30,3,7
16:00,36,1
16:00,36,2
16:00,29,3
16:00,33,4
16:00,38,5
16:00,56,6
16:30,25,1
16:30,41,2
16:30,40,3
16:30,33,4
16:30,49,5
16:30,69,6
17:00,30,1
17:00,25,2
17:00,34,3
17:00,27,4
17:00,45,5
17:00,67,6
17:30,26,1
17:30,34,2
17:30,50,3
17:30,35,4
17:30,52,5
17:30,40,6
17:30,2,7
18:00,36,1
18:00,35,2
18:00,43,3
18:00,32,4
18:00,41,5
18:00,49,6
18:00,2,7
18:30,20,1
18:30,30,2
18:30,40,3
18:30,23,4
18:30,52,5
18:30,43,6
19:00,21,1
19:00,15,2
19:00,21,3
19:00,21,4
19:00,38,5
19:00,28,6
19:30,10,1
19:30,12,2
19:30,19,3
19:30,14,4
19:30,20,5
19:30,14,6
20:00,2,1
20:00,5,3
20:00,4,4
20:00,13,5
20:00,11,6
20:30,2,5
20:30,2,6
22:00,1,3
