hora,Suma de cantidad_facturas,Dia_semana
09:00,1,5
09:30,1,2
09:30,2,4
09:30,2,6
10:00,7,1
10:00,5,2
10:00,12,3
10:00,3,4
10:00,2,5
10:00,2,6
10:00,2,7
10:30,5,1
10:30,5,2
10:30,8,3
10:30,5,4
10:30,13,5
10:30,11,6
10:30,7,7
11:00,15,1
11:00,9,2
11:00,9,3
11:00,4,4
11:00,7,5
11:00,20,6
11:00,11,7
11:30,11,1
11:30,12,2
11:30,16,3
11:30,12,4
11:30,16,5
11:30,18,6
11:30,15,7
12:00,15,1
12:00,8,2
12:00,8,3
12:00,16,4
12:00,12,5
12:00,25,6
12:00,26,7
12:30,13,1
12:30,10,2
12:30,22,3
12:30,20,4
12:30,14,5
12:30,22,6
12:30,26,7
13:00,10,1
13:00,18,2
13:00,19,3
13:00,14,4
13:00,21,5
13:00,33,6
13:00,30,7
13:30,13,1
13:30,5,2
13:30,28,3
13:30,16,4
13:30,23,5
13:30,32,6
13:30,30,7
14:00,20,1
14:00,18,2
14:00,13,3
14:00,15,4
14:00,22,5
14:00,33,6
14:00,27,7
14:30,18,1
14:30,17,2
14:30,11,3
14:30,16,4
14:30,24,5
14:30,32,6
14:30,28,7
15:00,12,1
15:00,19,2
15:00,14,3
15:00,19,4
15:00,25,5
15:00,29,6
15:00,27,7
15:30,16,1
15:30,16,2
15:30,13,3
15:30,16,4
15:30,28,5
15:30,39,6
15:30,40,7
16:00,27,1
16:00,14,2
16:00,20,3
16:00,21,4
16:00,32,5
16:00,39,6
16:00,46,7
16:30,22,1
16:30,17,2
16:30,22,3
16:30,23,4
16:30,38,5
16:30,55,6
16:30,49,7
17:00,27,1
17:00,19,2
17:00,24,3
17:00,28,4
17:00,20,5
17:00,48,6
17:00,55,7
17:30,33,1
17:30,25,2
17:30,25,3
17:30,31,4
17:30,41,5
17:30,55,6
17:30,38,7
18:00,30,1
18:00,41,2
18:00,21,3
18:00,35,4
18:00,28,5
18:00,46,6
18:00,47,7
18:30,23,1
18:30,33,2
18:30,23,3
18:30,41,4
18:30,31,5
18:30,50,6
18:30,44,7
19:00,33,1
19:00,33,2
19:00,24,3
19:00,33,4
19:00,39,5
19:00,51,6
19:00,47,7
19:30,25,1
19:30,31,2
19:30,27,3
19:30,34,4
19:30,41,5
19:30,49,6
19:30,28,7
20:00,12,1
20:00,27,2
20:00,28,3
20:00,18,4
20:00,33,5
20:00,35,6
20:00,26,7
20:30,12,1
20:30,15,2
20:30,26,3
20:30,16,4
20:30,32,5
20:30,23,6
20:30,4,7
21:00,5,1
21:00,13,2
21:00,7,3
21:00,11,4
21:00,20,5
21:00,25,6
21:00,6,7
21:30,4,1
21:30,2,2
21:30,2,3
21:30,2,4
21:30,4,5
21:30,1,6
21:30,2,7
22:00,1,1
22:00,2,5
22:30,1,6
