hora,Suma de cantidad_facturas,Dia_semana
07:30,1,6
08:30,3,1
08:30,3,2
08:30,2,3
08:30,3,4
08:30,2,5
08:30,1,6
09:00,10,1
09:00,8,2
09:00,10,3
09:00,8,4
09:00,4,5
09:00,13,6
09:00,3,7
09:30,10,1
09:30,9,2
09:30,12,3
09:30,17,4
09:30,11,5
09:30,5,6
09:30,4,7
10:00,15,1
10:00,17,2
10:00,15,3
10:00,15,4
10:00,16,5
10:00,17,6
10:00,1,7
10:30,13,1
10:30,14,2
10:30,13,3
10:30,20,4
10:30,14,5
10:30,20,6
10:30,7,7
11:00,12,1
11:00,9,2
11:00,18,3
11:00,15,4
11:00,21,5
11:00,31,6
11:00,13,7
11:30,21,1
11:30,18,2
11:30,21,3
11:30,24,4
11:30,31,5
11:30,20,6
11:30,13,7
12:00,11,1
12:00,13,2
12:00,14,3
12:00,19,4
12:00,26,5
12:00,38,6
12:00,13,7
12:30,13,1
12:30,20,2
12:30,17,3
12:30,18,4
12:30,32,5
12:30,39,6
12:30,8,7
13:00,10,1
13:00,12,2
13:00,11,3
13:00,16,4
13:00,27,5
13:00,31,6
13:00,9,7
13:30,14,1
13:30,14,2
13:30,19,3
13:30,12,4
13:30,17,5
13:30,29,6
13:30,12,7
14:00,12,1
14:00,18,2
14:00,12,3
14:00,12,4
14:00,22,5
14:00,19,6
14:00,10,7
14:30,9,1
14:30,11,2
14:30,14,3
14:30,18,4
14:30,13,5
14:30,16,6
14:30,2,7
15:00,16,1
15:00,14,2
15:00,16,3
15:00,12,4
15:00,19,5
15:00,24,6
15:00,5,7
15:30,18,1
15:30,14,2
15:30,21,3
15:30,17,4
15:30,14,5
15:30,31,6
15:30,9,7
16:00,18,1
16:00,19,2
16:00,27,3
16:00,22,4
16:00,28,5
16:00,30,6
16:00,6,7
16:30,16,1
16:30,23,2
16:30,22,3
16:30,25,4
16:30,35,5
16:30,32,6
16:30,9,7
17:00,17,1
17:00,19,2
17:00,29,3
17:00,21,4
17:00,23,5
17:00,35,6
17:00,8,7
17:30,22,1
17:30,20,2
17:30,19,3
17:30,28,4
17:30,33,5
17:30,22,6
18:00,16,1
18:00,22,2
18:00,29,3
18:00,21,4
18:00,33,5
18:00,27,6
18:00,2,7
18:30,22,1
18:30,31,2
18:30,32,3
18:30,26,4
18:30,29,5
18:30,18,6
19:00,14,1
19:00,20,2
19:00,12,3
19:00,19,4
19:00,20,5
19:00,17,6
19:30,10,1
19:30,9,2
19:30,18,3
19:30,15,4
19:30,11,5
19:30,16,6
20:00,9,1
20:00,10,2
20:00,12,3
20:00,9,4
20:00,13,5
20:00,11,6
20:30,2,1
20:30,4,2
20:30,2,3
20:30,4,4
20:30,7,5
20:30,8,6
21:00,2,5
21:00,4,6
21:30,1,6
